agent_id,scaffold,model,benchmark,n_tasks,n_correct,total_cost,date,run_id,source_file,accuracy
HAL Generalist Agent__claude-3-7-sonnet-20250219__scienceagentbench_hal_generalist_agent_claude37sonnet20250219_high_1746405109,HAL Generalist Agent,claude-3-7-sonnet-20250219,scienceagentbench,102,18,48.279636,2025-05-08,scienceagentbench_hal_generalist_agent_claude37sonnet20250219_high_1746405109,scienceagentbench_hal_generalist_agent_claude37sonnet20250219_high_1746405109_UPLOAD.zip,0.17647058823529413
HAL Generalist Agent__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_agent_claude37sonnet20250219_1744644286,HAL Generalist Agent,claude-3-7-sonnet-20250219,swebench_verified_mini,50,13,117.42916,2025-04-14,swebench_verified_mini_hal_generalist_agent_claude37sonnet20250219_1744644286,swebench_verified_mini_hal_generalist_agent_claude37sonnet20250219_1744644286_UPLOAD.zip,0.26
HAL Generalist Agent__claude-haiku-4-5__gaia_hal_generalist_agent_claudehaiku45_1760657477,HAL Generalist Agent,claude-haiku-4-5,gaia,165,93,0.292905,2025-10-16,gaia_hal_generalist_agent_claudehaiku45_1760657477,gaia_hal_generalist_agent_claudehaiku45_1760657477_UPLOAD.zip,0.5636363636363636
HAL Generalist Agent__claude-opus-4-20250514__gaia_hal_generalist_agent_claudeopus420250514_1754344946,HAL Generalist Agent,claude-opus-4-20250514,gaia,165,50,272.76060000000007,2025-08-05,gaia_hal_generalist_agent_claudeopus420250514_1754344946,gaia_hal_generalist_agent_claudeopus420250514_1754344946_UPLOAD.zip,0.30303030303030304
HAL Generalist Agent__claude-opus-4-20250514__gaia_hal_generalist_agent_claudeopus420250514_1754374886,HAL Generalist Agent,claude-opus-4-20250514,gaia,165,107,665.885085,2025-08-05,gaia_hal_generalist_agent_claudeopus420250514_1754374886,gaia_hal_generalist_agent_claudeopus420250514_1754374886_UPLOAD.zip,0.6484848484848484
HAL Generalist Agent__gemini/gemini-2.0-flash__assistantbench_hal_generalist_agent_gemini20flash_1746220438,HAL Generalist Agent,gemini/gemini-2.0-flash,assistantbench,33,1,1.4047378,2025-07-31,assistantbench_hal_generalist_agent_gemini20flash_1746220438,assistantbench_hal_generalist_agent_gemini20flash_1746220438_UPLOAD.zip,0.030303030303030304
HAL Generalist Agent__gemini/gemini-2.0-flash__corebench_hard_hal_generalist_agent_1747201030,HAL Generalist Agent,gemini/gemini-2.0-flash,corebench_hard,45,3,17.6822214,2025-05-14,corebench_hard_hal_generalist_agent_1747201030,corebench_hard_hal_generalist_agent_1747201030_UPLOAD.zip,0.06666666666666667
HAL Generalist Agent__gemini/gemini-2.0-flash__gaia_hal_generalist_agent_gemini20flash_1744828175,HAL Generalist Agent,gemini/gemini-2.0-flash,gaia,165,54,7.796710600000001,2025-04-16,gaia_hal_generalist_agent_gemini20flash_1744828175,gaia_hal_generalist_agent_gemini20flash_1744828175_UPLOAD.zip,0.32727272727272727
HAL Generalist Agent__gemini/gemini-2.5-pro-preview-03-25__corebench_hard_hal_generalist_agent_1747247518,HAL Generalist Agent,gemini/gemini-2.5-pro-preview-03-25,corebench_hard,45,2,30.376812500000003,2025-05-15,corebench_hard_hal_generalist_agent_1747247518,corebench_hard_hal_generalist_agent_1747247518_UPLOAD.zip,0.044444444444444446
HAL Generalist Agent__google/gemini-3-pro-preview__corebench_hard_hal_generalist_agent_1763837773,HAL Generalist Agent,google/gemini-3-pro-preview,corebench_hard,45,16,0.009615,2025-11-22,corebench_hard_hal_generalist_agent_1763837773,corebench_hard_hal_generalist_agent_1763837773_UPLOAD.zip,0.35555555555555557
HAL Generalist Agent__gpt-4.1-2025-04-14__corebench_hard_hal_generalist_agent_1747200929,HAL Generalist Agent,gpt-4.1-2025-04-14,corebench_hard,45,6,54.607752,2025-05-14,corebench_hard_hal_generalist_agent_1747200929,corebench_hard_hal_generalist_agent_1747200929_UPLOAD.zip,0.13333333333333333
HAL Generalist Agent__gpt-4.1-2025-04-14__scienceagentbench_hal_generalist_agent_gpt4120250414_1745541259,HAL Generalist Agent,gpt-4.1-2025-04-14,scienceagentbench,102,7,68.95334799999999,2025-04-30,scienceagentbench_hal_generalist_agent_gpt4120250414_1745541259,scienceagentbench_hal_generalist_agent_gpt4120250414_1745541259_UPLOAD.zip,0.06862745098039216
HAL Generalist Agent__gpt-4.1-2025-04-14__swebench_verified_mini_hal_generalist_agent_gpt4120250414_1744667697,HAL Generalist Agent,gpt-4.1-2025-04-14,swebench_verified_mini,50,1,51.796595999999994,2025-04-14,swebench_verified_mini_hal_generalist_agent_gpt4120250414_1744667697,swebench_verified_mini_hal_generalist_agent_gpt4120250414_1744667697_UPLOAD.zip,0.02
HAL Generalist Agent__gpt-4o-2024-11-20__swebench_verified_mini_hal_generalist_agent_gpt4o20241120_1744598787,HAL Generalist Agent,gpt-4o-2024-11-20,swebench_verified_mini,50,1,149.59175500000003,2025-04-14,swebench_verified_mini_hal_generalist_agent_gpt4o20241120_1744598787,swebench_verified_mini_hal_generalist_agent_gpt4o20241120_1744598787_UPLOAD.zip,0.02
HAL Generalist Agent__gpt-5-2025-08-07__gaia_hal_generalist_agent_gpt520250807_1758875386,HAL Generalist Agent,gpt-5-2025-08-07,gaia,165,98,104.7471025,2025-09-26,gaia_hal_generalist_agent_gpt520250807_1758875386,gaia_hal_generalist_agent_gpt520250807_1758875386_UPLOAD.zip,0.593939393939394
HAL Generalist Agent__gpt-5__corebench_hard_hal_generalist_agentgpt5medium_1756137340,HAL Generalist Agent,gpt-5,corebench_hard,45,5,29.7532175,2025-08-25,corebench_hard_hal_generalist_agentgpt5medium_1756137340,corebench_hard_hal_generalist_agentgpt5medium_1756137340_UPLOAD.zip,0.1111111111111111
HAL Generalist Agent__o3-2025-04-16__corebench_hard_hal_generalist_agent_1747360523,HAL Generalist Agent,o3-2025-04-16,corebench_hard,45,7,123.50166,2025-05-16,corebench_hard_hal_generalist_agent_1747360523,corebench_hard_hal_generalist_agent_1747360523_UPLOAD.zip,0.15555555555555556
HAL Generalist Agent__o3-2025-04-16__corebench_hard_hal_generalist_agento3medium_1755626315,HAL Generalist Agent,o3-2025-04-16,corebench_hard,45,10,441.69848,2025-08-19,corebench_hard_hal_generalist_agento3medium_1755626315,corebench_hard_hal_generalist_agento3medium_1755626315_UPLOAD.zip,0.2222222222222222
HAL Generalist Agent__o3-2025-04-16__gaia_hal_generalist_agent_o320250416_1753903002,HAL Generalist Agent,o3-2025-04-16,gaia,165,47,2828.5441530000003,2025-09-26,gaia_hal_generalist_agent_o320250416_1753903002,gaia_hal_generalist_agent_o320250416_1753903002slim_UPLOAD.zip,0.28484848484848485
HAL Generalist Agent__o3-2025-04-16__scienceagentbench_hal_generalist_agent_o320250416_1746110877,HAL Generalist Agent,o3-2025-04-16,scienceagentbench,102,10,155.41830000000002,2025-05-04,scienceagentbench_hal_generalist_agent_o320250416_1746110877,scienceagentbench_hal_generalist_agent_o320250416_1746110877_UPLOAD.zip,0.09803921568627451
HAL Generalist Agent__o3-mini-2025-01-31__gaia_hal_generalist_agent_o3mini20250131_1744609696,HAL Generalist Agent,o3-mini-2025-01-31,gaia,165,56,13.188021,2025-04-14,gaia_hal_generalist_agent_o3mini20250131_1744609696,gaia_hal_generalist_agent_o3mini20250131_1744609696_UPLOAD.zip,0.3393939393939394
HAL Generalist Agent__o3-mini-2025-01-31__gaia_hal_generalist_agent_o3mini20250131_high_1744670471,HAL Generalist Agent,o3-mini-2025-01-31,gaia,165,77,30.3672722,2025-04-14,gaia_hal_generalist_agent_o3mini20250131_high_1744670471,gaia_hal_generalist_agent_o3mini20250131_high_1744670471_UPLOAD.zip,0.4666666666666667
HAL Generalist Agent__o4-mini-2025-04-16__corebench_hard_hal_generalist_agent_1747247482,HAL Generalist Agent,o4-mini-2025-04-16,corebench_hard,45,7,21.796383400000003,2025-05-15,corebench_hard_hal_generalist_agent_1747247482,corebench_hard_hal_generalist_agent_1747247482_UPLOAD.zip,0.15555555555555556
HAL Generalist Agent__o4-mini-2025-04-16__corebench_hard_hal_generalist_agent_1747285818,HAL Generalist Agent,o4-mini-2025-04-16,corebench_hard,45,11,50.2795304,2025-05-15,corebench_hard_hal_generalist_agent_1747285818,corebench_hard_hal_generalist_agent_1747285818_UPLOAD.zip,0.24444444444444444
HAL Generalist Agent__o4-mini-2025-04-16__gaia_hal_generalist_agent_o4mini20250416_high_1745167285,HAL Generalist Agent,o4-mini-2025-04-16,gaia,165,90,59.3913298,2025-04-20,gaia_hal_generalist_agent_o4mini20250416_high_1745167285,gaia_hal_generalist_agent_o4mini20250416_high_1745167285_UPLOAD.zip,0.5454545454545454
HAL Generalist Agent__o4-mini-2025-04-16__gaia_hal_generalist_agent_o4mini20250416_low_1745167262,HAL Generalist Agent,o4-mini-2025-04-16,gaia,165,96,73.2557738,2025-04-23,gaia_hal_generalist_agent_o4mini20250416_low_1745167262,gaia_hal_generalist_agent_o4mini20250416_low_1745167262_UPLOAD.zip,0.5818181818181818
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,102,22,76.30467900000001,2025-05-01,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.zip,0.21568627450980393
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_low_1746044336,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,102,20,77.3190088,2025-05-01,scienceagentbench_hal_generalist_agent_o4mini20250416_low_1746044336,scienceagentbench_hal_generalist_agent_o4mini20250416_low_1746044336_UPLOAD.zip,0.19607843137254902
HAL Generalist Agent__o4-mini-2025-04-16__swebench_verified_mini_hal_generalist_agent_o4mini20250416_high_1753778285,HAL Generalist Agent,o4-mini-2025-04-16,swebench_verified_mini,50,1,32.0204412,2025-07-29,swebench_verified_mini_hal_generalist_agent_o4mini20250416_high_1753778285,swebench_verified_mini_hal_generalist_agent_o4mini20250416_high_1753778285_UPLOAD.zip,0.02
HAL Generalist Agent__o4-mini-2025-04-16__swebench_verified_mini_hal_generalist_agent_o4mini20250416_low_1753776027,HAL Generalist Agent,o4-mini-2025-04-16,swebench_verified_mini,50,3,87.0304952,2025-07-29,swebench_verified_mini_hal_generalist_agent_o4mini20250416_low_1753776027,swebench_verified_mini_hal_generalist_agent_o4mini20250416_low_1753776027_UPLOAD.zip,0.06
HAL Generalist Agent__openai/gpt-4.1-2025-04-14__corebench_hard_hal_generalist_agentgpt41_1755644685,HAL Generalist Agent,openai/gpt-4.1-2025-04-14,corebench_hard,45,10,58.318427,2025-08-19,corebench_hard_hal_generalist_agentgpt41_1755644685,corebench_hard_hal_generalist_agentgpt41_1755644685_UPLOAD.zip,0.2222222222222222
HAL Generalist Agent__openai/gpt-4.1-2025-04-14__gaia_hal_generalist_agent_gpt4120250414_1744652581,HAL Generalist Agent,openai/gpt-4.1-2025-04-14,gaia,165,82,74.18968,2025-04-14,gaia_hal_generalist_agent_gpt4120250414_1744652581,gaia_hal_generalist_agent_gpt4120250414_1744652581_UPLOAD.zip,0.49696969696969695
HAL Generalist Agent__openai/o4-mini-2025-04-16__corebench_hard_hal_generalist_agento4minihigh_1755580383,HAL Generalist Agent,openai/o4-mini-2025-04-16,corebench_hard,45,16,45.3673704,2025-08-19,corebench_hard_hal_generalist_agento4minihigh_1755580383,corebench_hard_hal_generalist_agento4minihigh_1755580383_UPLOAD.zip,0.35555555555555557
HAL Generalist Agent__openai/o4-mini-2025-04-16__corebench_hard_hal_generalist_agento4minilow_1755608756,HAL Generalist Agent,openai/o4-mini-2025-04-16,corebench_hard,45,7,22.495319,2025-08-19,corebench_hard_hal_generalist_agento4minilow_1755608756,corebench_hard_hal_generalist_agento4minilow_1755608756_UPLOAD.zip,0.15555555555555556
HAL Generalist Agent__openrouter/anthropic/claude-3.7-sonnet:thinking__corebench_hard_hal_generalist_agentsonnet_37_high_1755663010,HAL Generalist Agent,openrouter/anthropic/claude-3.7-sonnet:thinking,corebench_hard,45,17,66.148651,2025-08-20,corebench_hard_hal_generalist_agentsonnet_37_high_1755663010,corebench_hard_hal_generalist_agentsonnet_37_high_1755663010_UPLOAD.zip,0.37777777777777777
HAL Generalist Agent__openrouter/anthropic/claude-3.7-sonnet__corebench_hard_hal_generalist_agentsonnet_37_1755652380,HAL Generalist Agent,openrouter/anthropic/claude-3.7-sonnet,corebench_hard,45,14,56.638796,2025-08-20,corebench_hard_hal_generalist_agentsonnet_37_1755652380,corebench_hard_hal_generalist_agentsonnet_37_1755652380_UPLOAD.zip,0.3111111111111111
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__assistantbench_hal_generalist_agent_claudeopus4120250514_1754545969,HAL Generalist Agent,openrouter/anthropic/claude-opus-4.1,assistantbench,33,2,108.466995,2025-08-07,assistantbench_hal_generalist_agent_claudeopus4120250514_1754545969,assistantbench_hal_generalist_agent_claudeopus4120250514_1754545969_UPLOAD.zip,0.06060606060606061
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__assistantbench_hal_generalist_agent_claudeopus4120250514_high_1754543029,HAL Generalist Agent,openrouter/anthropic/claude-opus-4.1,assistantbench,33,2,112.606305,2025-08-07,assistantbench_hal_generalist_agent_claudeopus4120250514_high_1754543029,assistantbench_hal_generalist_agent_claudeopus4120250514_high_1754543029_UPLOAD.zip,0.06060606060606061
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__assistantbench_hal_generalist_agent_claudeopus41_high_1754936482,HAL Generalist Agent,openrouter/anthropic/claude-opus-4.1,assistantbench,33,5,145.00632000000002,2025-08-11,assistantbench_hal_generalist_agent_claudeopus41_high_1754936482,assistantbench_hal_generalist_agent_claudeopus41_high_1754936482_UPLOAD.zip,0.15151515151515152
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__corebench_hard_hal_generalist_agent_1754443772,HAL Generalist Agent,openrouter/anthropic/claude-opus-4.1,corebench_hard,45,16,375.108105,2025-08-06,corebench_hard_hal_generalist_agent_1754443772,corebench_hard_hal_generalist_agent_1754443772_UPLOAD.zip,0.35555555555555557
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__corebench_hard_hal_generalist_agent_1754569694,HAL Generalist Agent,openrouter/anthropic/claude-opus-4.1,corebench_hard,45,15,358.473855,2025-08-07,corebench_hard_hal_generalist_agent_1754569694,corebench_hard_hal_generalist_agent_1754569694_UPLOAD.zip,0.3333333333333333
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__gaia_hal_generalist_agent_claudeopus41_1758719749,HAL Generalist Agent,openrouter/anthropic/claude-opus-4.1,gaia,165,113,562.2390849999999,2025-09-24,gaia_hal_generalist_agent_claudeopus41_1758719749,gaia_hal_generalist_agent_claudeopus41_1758719749_UPLOAD.zip,0.6848484848484848
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__gaia_hal_generalist_agent_claudeopus41_1758798743,HAL Generalist Agent,openrouter/anthropic/claude-opus-4.1,gaia,165,106,641.8564050000001,2025-09-25,gaia_hal_generalist_agent_claudeopus41_1758798743,gaia_hal_generalist_agent_claudeopus41_1758798743_UPLOAD.zip,0.6424242424242425
HAL Generalist Agent__openrouter/anthropic/claude-sonnet-4.5__gaia_hal_generalist_agent_claudesonnet45_1759265643,HAL Generalist Agent,openrouter/anthropic/claude-sonnet-4.5,gaia,165,117,179.862987,2025-09-30,gaia_hal_generalist_agent_claudesonnet45_1759265643,gaia_hal_generalist_agent_claudesonnet45_1759265643_UPLOAD.zip,0.7090909090909091
HAL Generalist Agent__openrouter/anthropic/claude-sonnet-4.5__gaia_hal_generalist_agent_claudesonnet45_1759276006,HAL Generalist Agent,openrouter/anthropic/claude-sonnet-4.5,gaia,165,123,187.370399,2025-10-01,gaia_hal_generalist_agent_claudesonnet45_1759276006,gaia_hal_generalist_agent_claudesonnet45_1759276006_UPLOAD.zip,0.7454545454545455
HAL Generalist Agent__openrouter/anthropic/claude-sonnet-4.5__gaia_hal_generalist_agent_claudesonnet45_1760447287,HAL Generalist Agent,openrouter/anthropic/claude-sonnet-4.5,gaia,165,123,169.024955,2025-10-14,gaia_hal_generalist_agent_claudesonnet45_1760447287,gaia_hal_generalist_agent_claudesonnet45_1760447287_UPLOAD.zip,0.7454545454545455
HAL Generalist Agent__openrouter/deepseek/deepseek-chat-v3-0324__corebench_hard_hal_generalist_agentdeepseekv30324_1755710007,HAL Generalist Agent,openrouter/deepseek/deepseek-chat-v3-0324,corebench_hard,45,4,0.76341258,2025-08-20,corebench_hard_hal_generalist_agentdeepseekv30324_1755710007,corebench_hard_hal_generalist_agentdeepseekv30324_1755710007_UPLOAD.zip,0.08888888888888889
HAL Generalist Agent__openrouter/deepseek/deepseek-chat-v3-0324__gaia_hal_generalist_agent_deepseekchatv30324_1760455632,HAL Generalist Agent,openrouter/deepseek/deepseek-chat-v3-0324,gaia,165,37,5.52306,2025-10-14,gaia_hal_generalist_agent_deepseekchatv30324_1760455632,gaia_hal_generalist_agent_deepseekchatv30324_1760455632_UPLOAD.zip,0.22424242424242424
HAL Generalist Agent__openrouter/deepseek/deepseek-r1-0528__corebench_hard_hal_generalist_agentdeepseekr10528_1755721934,HAL Generalist Agent,openrouter/deepseek/deepseek-r1-0528,corebench_hard,45,4,2.5486945199999997,2025-08-20,corebench_hard_hal_generalist_agentdeepseekr10528_1755721934,corebench_hard_hal_generalist_agentdeepseekr10528_1755721934_UPLOAD.zip,0.08888888888888889
HAL Generalist Agent__openrouter/openai/gpt-oss-120b__corebench_hard_hal_generalist_agent_1754439280,HAL Generalist Agent,openrouter/openai/gpt-oss-120b,corebench_hard,45,4,2.7911289,2025-08-06,corebench_hard_hal_generalist_agent_1754439280,corebench_hard_hal_generalist_agent_1754439280_UPLOAD.zip,0.08888888888888889
HAL Generalist Agent__openrouter/openai/gpt-oss-120b__corebench_hard_hal_generalist_agent_1754569684,HAL Generalist Agent,openrouter/openai/gpt-oss-120b,corebench_hard,45,4,2.0526009,2025-08-07,corebench_hard_hal_generalist_agent_1754569684,corebench_hard_hal_generalist_agent_1754569684_UPLOAD.zip,0.08888888888888889
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-R1__assistantbench_hal_generalist_agent_deepseekaideepseekr1_1748900721,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-R1,assistantbench,33,0,24.438138,2025-07-31,assistantbench_hal_generalist_agent_deepseekaideepseekr1_1748900721,assistantbench_hal_generalist_agent_deepseekaideepseekr1_1748900721_UPLOAD.zip,0.0
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-R1__corebench_hard_hal_generalist_agent_1747247500,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-R1,corebench_hard,45,3,47.096622,2025-05-15,corebench_hard_hal_generalist_agent_1747247500,corebench_hard_hal_generalist_agent_1747247500_UPLOAD.zip,0.06666666666666667
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-R1__gaia_hal_generalist_agent_deepseekaideepseekr1_1744683894,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-R1,gaia,165,50,73.192047,2025-04-15,gaia_hal_generalist_agent_deepseekaideepseekr1_1744683894,gaia_hal_generalist_agent_deepseekaideepseekr1_1744683894_UPLOAD.zip,0.30303030303030304
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-R1__scicode_hal_generalist_agent_deepseekaideepseekr1_1753777608,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-R1,scicode,65,0,486.778178,2025-07-30,scicode_hal_generalist_agent_deepseekaideepseekr1_1753777608,scicode_hal_generalist_agent_deepseekaideepseekr1_1753777608_UPLOAD.zip,0.0
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__assistantbench_hal_generalist_agent_deepseekaideepseekv3_1746221486,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-V3,assistantbench,33,4,3.979422500000001,2025-07-31,assistantbench_hal_generalist_agent_deepseekaideepseekv3_1746221486,assistantbench_hal_generalist_agent_deepseekaideepseekv3_1746221486_UPLOAD.zip,0.12121212121212122
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__corebench_hard_hal_generalist_agent_1747200950,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-V3,corebench_hard,45,4,18.500042500000003,2025-05-14,corebench_hard_hal_generalist_agent_1747200950,corebench_hard_hal_generalist_agent_1747200950_UPLOAD.zip,0.08888888888888889
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__gaia_hal_generalist_agent_deepseekaideepseekv3_1744673872,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-V3,gaia,165,60,29.2678325,2025-04-15,gaia_hal_generalist_agent_deepseekaideepseekv3_1744673872,gaia_hal_generalist_agent_deepseekaideepseekv3_1744673872_UPLOAD.zip,0.36363636363636365
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__scicode_hal_generalist_agent_deepseekaideepseekv3_1745642054,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-V3,scicode,65,0,219.36304,2025-04-26,scicode_hal_generalist_agent_deepseekaideepseekv3_1745642054,scicode_hal_generalist_agent_deepseekaideepseekv3_1745642054_UPLOAD.zip,0.0
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__scienceagentbench_hal_generalist_agent_deepseekaideepseekv3_1746052235,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-V3,scienceagentbench,102,1,55.73207500000001,2025-05-01,scienceagentbench_hal_generalist_agent_deepseekaideepseekv3_1746052235,scienceagentbench_hal_generalist_agent_deepseekaideepseekv3_1746052235_UPLOAD.zip,0.00980392156862745
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,50,19,76.805826,2025-11-09,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip,0.38
HAL Generalist__claude-haiku-4-5-20251001__swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762352878,HAL Generalist,claude-haiku-4-5-20251001,swebench_verified_mini,50,22,65.309217,2025-11-05,swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762352878,swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762352878_UPLOAD.zip,0.44
HAL Generalist__claude-haiku-4-5-20251001__swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762392995,HAL Generalist,claude-haiku-4-5-20251001,swebench_verified_mini,49,12,87.219172,2025-11-06,swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762392995,swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762392995_UPLOAD.zip,0.24489795918367346
HAL Generalist__claude-opus-4-1-20250805__swebench_verified_mini_hal_generalist_claudeopus4120250805_1755656398,HAL Generalist,claude-opus-4-1-20250805,swebench_verified_mini,50,28,399.926355,2025-11-09,swebench_verified_mini_hal_generalist_claudeopus4120250805_1755656398,swebench_verified_mini_hal_generalist_claudeopus4120250805_1755656398_UPLOAD.zip,0.56
HAL Generalist__claude-opus-4-1-20250805__swebench_verified_mini_hal_generalist_claudeopus4120250805_1755678864,HAL Generalist,claude-opus-4-1-20250805,swebench_verified_mini,50,26,477.64779,2025-11-09,swebench_verified_mini_hal_generalist_claudeopus4120250805_1755678864,swebench_verified_mini_hal_generalist_claudeopus4120250805_1755678864_UPLOAD.zip,0.52
HAL Generalist__claude-opus-4-20250514__swebench_verified_mini_hal_generalist_claudeopus420250514_1754322422,HAL Generalist,claude-opus-4-20250514,swebench_verified_mini,50,15,403.4175,2025-08-04,swebench_verified_mini_hal_generalist_claudeopus420250514_1754322422,swebench_verified_mini_hal_generalist_claudeopus420250514_1754322422_UPLOAD.zip,0.3
HAL Generalist__claude-opus-4-20250514__swebench_verified_mini_hal_generalist_claudeopus420250514_1755353480,HAL Generalist,claude-opus-4-20250514,swebench_verified_mini,50,17,382.39359,2025-08-17,swebench_verified_mini_hal_generalist_claudeopus420250514_1755353480,swebench_verified_mini_hal_generalist_claudeopus420250514_1755353480_UPLOAD.zip,0.34
HAL Generalist__claude-sonnet-4-5-20250929__swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762371616,HAL Generalist,claude-sonnet-4-5-20250929,swebench_verified_mini,50,20,95.970405,2025-11-06,swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762371616,swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762371616_UPLOAD.zip,0.4
HAL Generalist__claude-sonnet-4-5-20250929__swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762442198,HAL Generalist,claude-sonnet-4-5-20250929,swebench_verified_mini,50,17,128.190291,2025-11-06,swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762442198,swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762442198_UPLOAD.zip,0.34
HAL Generalist__gpt-5-2025-08-07__swebench_verified_mini_hal_generalist_gpt520250807_1755463923,HAL Generalist,gpt-5-2025-08-07,swebench_verified_mini,50,7,45.087038500000006,2025-11-09,swebench_verified_mini_hal_generalist_gpt520250807_1755463923,swebench_verified_mini_hal_generalist_gpt520250807_1755463923_UPLOAD.zip,0.14
HAL-Generalist-Agent__anthropic/claude-sonnet-4-5__corebench_hard_halgeneralistagentclaudesonnet45_1759433359,HAL-Generalist-Agent,anthropic/claude-sonnet-4-5,corebench_hard,45,15,85.188974,2025-10-02,corebench_hard_halgeneralistagentclaudesonnet45_1759433359,corebench_hard_halgeneralistagentclaudesonnet45_1759433359_UPLOAD.zip,0.3333333333333333
HAL-Generalist-Agent__anthropic/claude-sonnet-4-5__corebench_hard_halgeneralistagentclaudesonnet45high_1759423572,HAL-Generalist-Agent,anthropic/claude-sonnet-4-5,corebench_hard,45,13,87.774936,2025-10-02,corebench_hard_halgeneralistagentclaudesonnet45high_1759423572,corebench_hard_halgeneralistagentclaudesonnet45high_1759423572_UPLOAD.zip,0.28888888888888886
HF Open Deep Research__claude-3-7-sonnet-20250219__gaia_hf_open_deep_research_claude37sonnet20250219_1745000974,HF Open Deep Research,claude-3-7-sonnet-20250219,gaia,165,61,415.151697,2025-04-19,gaia_hf_open_deep_research_claude37sonnet20250219_1745000974,gaia_hf_open_deep_research_claude37sonnet20250219_1745000974_UPLOAD.zip,0.3696969696969697
HF Open Deep Research__claude-3-7-sonnet-20250219__gaia_hf_open_deep_research_claude37sonnet20250219_high_1745539901,HF Open Deep Research,claude-3-7-sonnet-20250219,gaia,165,59,113.646582,2025-04-25,gaia_hf_open_deep_research_claude37sonnet20250219_high_1745539901,gaia_hf_open_deep_research_claude37sonnet20250219_high_1745539901_UPLOAD.zip,0.3575757575757576
HF Open Deep Research__gemini/gemini-2.0-flash__gaia_hf_open_deep_research_gemini20flash_1744843220,HF Open Deep Research,gemini/gemini-2.0-flash,gaia,165,32,18.8174954,2025-04-17,gaia_hf_open_deep_research_gemini20flash_1744843220,gaia_hf_open_deep_research_gemini20flash_1744843220_UPLOAD.zip,0.19393939393939394
HF Open Deep Research__gpt-4.1-2025-04-14__gaia_hf_open_deep_research_gpt4120250414_1744843595,HF Open Deep Research,gpt-4.1-2025-04-14,gaia,165,83,109.87662,2025-04-17,gaia_hf_open_deep_research_gpt4120250414_1744843595,gaia_hf_open_deep_research_gpt4120250414_1744843595_UPLOAD.zip,0.503030303030303
